Date,Close,High,Low,Open,Volume,Adj Close
2021-06-04,4089.3798828125,4091.949951171875,4070.35009765625,4079.2900390625,23525900.0,4089.3798828125
2021-06-07,4097.64990234375,4107.02978515625,4069.52001953125,4089.27001953125,23910700.0,4097.64990234375
2021-06-08,4096.009765625,4115.6201171875,4092.760009765625,4098.6298828125,24823900.0,4096.009765625
2021-06-09,4096.85009765625,4102.06005859375,4078.159912109375,4095.139892578125,18185000.0,4096.85009765625
2021-06-10,4096.06982421875,4109.2001953125,4080.14990234375,4099.06982421875,25788700.0,4096.06982421875
2021-06-11,4126.7001953125,4128.990234375,4097.990234375,4098.0400390625,21152700.0,4126.7001953125
2021-06-14,4132.669921875,4155.240234375,4127.93994140625,4134.7900390625,21482000.0,4132.669921875
2021-06-15,4143.52001953125,4158.35986328125,4143.52001953125,4144.7998046875,21048300.0,4143.52001953125
2021-06-16,4151.759765625,4156.81005859375,4138.75,4145.5,25245000.0,4151.759765625
2021-06-17,4158.14013671875,4164.580078125,4131.419921875,4144.91015625,30558000.0,4158.14013671875
2021-06-18,4083.3701171875,4165.58984375,4078.760009765625,4155.77978515625,65764800.0,4083.3701171875
2021-06-21,4112.330078125,4114.18994140625,4049.60009765625,4079.419921875,25928900.0,4112.330078125
2021-06-22,4123.1298828125,4128.39990234375,4093.469970703125,4112.33984375,21209500.0,4123.1298828125
2021-06-23,4075.93994140625,4133.97998046875,4075.93994140625,4126.10009765625,20789500.0,4075.93994140625
2021-06-24,4122.43017578125,4126.41015625,4083.050048828125,4083.050048828125,22803800.0,4122.43017578125
2021-06-25,4120.66015625,4127.4501953125,4105.759765625,4123.93994140625,20992600.0,4120.66015625
2021-06-28,4089.909912109375,4125.72998046875,4089.0,4119.8701171875,18089700.0,4089.909912109375
2021-06-29,4107.509765625,4124.330078125,4090.2900390625,4092.300048828125,20700500.0,4107.509765625
2021-06-30,4064.300048828125,4111.97998046875,4048.050048828125,4104.75,30687000.0,4064.300048828125
2021-07-01,4078.889892578125,4113.580078125,4049.60009765625,4068.199951171875,22439000.0,4078.889892578125
2021-07-02,4084.31005859375,4099.990234375,4076.22998046875,4082.699951171875,18773900.0,4084.31005859375
2021-07-05,4087.3701171875,4095.14990234375,4057.909912109375,4081.080078125,14808700.0,4087.3701171875
2021-07-06,4052.669921875,4087.5,4038.77001953125,4087.5,23456700.0,4052.669921875
2021-07-07,4078.530029296875,4083.110107421875,4055.639892578125,4055.639892578125,24348900.0,4078.530029296875
2021-07-08,3991.659912109375,4070.739990234375,3961.97998046875,4070.739990234375,39132300.0,3991.659912109375
2021-07-09,4068.090087890625,4068.139892578125,3996.719970703125,3996.719970703125,26168200.0,4068.090087890625
2021-07-12,4093.3798828125,4098.759765625,4046.110107421875,4068.639892578125,18349400.0,4093.3798828125
2021-07-13,4094.56005859375,4100.81005859375,4084.780029296875,4094.260009765625,23209800.0,4094.56005859375
2021-07-14,4099.5,4104.830078125,4077.139892578125,4088.10009765625,0.0,4099.5
2021-07-15,4056.389892578125,4096.0,4046.0400390625,4096.0,22665700.0,4056.389892578125
2021-07-16,4035.77001953125,4072.580078125,4014.580078125,4060.219970703125,24114500.0,4035.77001953125
2021-07-19,3928.530029296875,4018.909912109375,3904.780029296875,4018.909912109375,37554400.0,3928.530029296875
2021-07-20,3956.340087890625,3979.280029296875,3920.929931640625,3937.39990234375,28529200.0,3956.340087890625
2021-07-21,4026.679931640625,4029.090087890625,3973.89990234375,3973.89990234375,28961700.0,4026.679931640625
2021-07-22,4059.050048828125,4078.580078125,4037.93994140625,4037.93994140625,22556300.0,4059.050048828125
2021-07-23,4109.10009765625,4111.43017578125,4066.699951171875,4066.699951171875,21702700.0,4109.10009765625
2021-07-26,4102.58984375,4106.39990234375,4072.860107421875,4103.5,25844200.0,4102.58984375
2021-07-27,4064.830078125,4099.7998046875,4056.22998046875,4099.7998046875,22912400.0,4064.830078125
2021-07-28,4103.02978515625,4103.4501953125,4065.25,4067.840087890625,21437300.0,4103.02978515625
2021-07-29,4116.77001953125,4128.81005859375,4104.97998046875,4104.97998046875,22534200.0,4116.77001953125
2021-07-30,4089.300048828125,4114.27978515625,4078.330078125,4113.10986328125,30295500.0,4089.300048828125
2021-08-02,4116.6201171875,4135.68017578125,4095.5,4095.5,22391100.0,4116.6201171875
2021-08-03,4117.9501953125,4129.2099609375,4102.1298828125,4114.52001953125,21789200.0,4117.9501953125
2021-08-04,4144.89990234375,4150.08984375,4124.330078125,4124.330078125,23473300.0,4144.89990234375
2021-08-05,4161.080078125,4166.14013671875,4141.2998046875,4141.2998046875,22244000.0,4161.080078125
2021-08-06,4174.5400390625,4183.919921875,4155.16015625,4159.0400390625,28549500.0,4174.5400390625
2021-08-09,4177.14990234375,4186.0498046875,4170.9501953125,4175.56982421875,18159400.0,4177.14990234375
2021-08-10,4187.81982421875,4197.1201171875,4178.58984375,4178.58984375,16678300.0,4187.81982421875
2021-08-11,4206.330078125,4219.06005859375,4184.8701171875,4189.6298828125,23519200.0,4206.330078125
2021-08-12,4226.330078125,4232.22021484375,4204.1201171875,4205.740234375,20472100.0,4226.330078125
2021-08-13,4229.7001953125,4242.259765625,4223.490234375,4225.72998046875,18086900.0,4229.7001953125
2021-08-16,4202.43994140625,4219.7900390625,4188.97021484375,4219.7900390625,20108600.0,4202.43994140625
2021-08-17,4196.39990234375,4202.02001953125,4172.669921875,4197.85009765625,28102900.0,4196.39990234375
2021-08-18,4189.419921875,4199.5,4179.580078125,4197.31982421875,22129400.0,4189.419921875
2021-08-19,4124.7099609375,4183.740234375,4082.070068359375,4183.740234375,31924300.0,4124.7099609375
2021-08-20,4147.5,4150.66015625,4105.990234375,4125.2998046875,22116000.0,4147.5
2021-08-23,4176.419921875,4184.02978515625,4157.490234375,4160.759765625,20011300.0,4176.419921875
2021-08-24,4178.080078125,4197.669921875,4163.68994140625,4182.68017578125,17977500.0,4178.080078125
2021-08-25,4181.1201171875,4188.22998046875,4178.169921875,4178.169921875,17482400.0,4181.1201171875
2021-08-26,4169.8701171875,4176.27978515625,4141.330078125,4172.31982421875,20147000.0,4169.8701171875
